customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00182,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.25,868.0,Yes
CUST-00183,Female,0,Yes,No,2,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,120.0,240.0,Yes
CUST-00184,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,738.0,Yes
CUST-00185,Male,1,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,864.0,Yes
CUST-00186,Female,0,No,Yes,37,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,666.0,Yes
CUST-00187,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,27.17,950.95,No
CUST-00188,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.0,195.0,Yes
CUST-00189,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,18.82,715.16,Yes
CUST-00190,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,18.0,990.0,Yes
CUST-00191,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,684.0,Yes
CUST-00192,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.57,535.99,Yes
CUST-00193,Female,0,Yes,Yes,24,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,21.5,516.0,Yes
CUST-00194,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.75,969.0,Yes
CUST-00195,Male,0,Yes,Yes,15,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,31.4,471.0,Yes
CUST-00196,Male,0,No,Yes,38,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.74,902.12,Yes
CUST-00197,Male,1,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,83.17,499.02,Yes
CUST-00198,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,792.0,Yes
CUST-00199,Female,0,No,Yes,46,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,828.0,Yes
CUST-00200,Male,1,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,702.0,Yes
CUST-00201,Female,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,18.0,1044.0,No
CUST-00202,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,51.5,103.0,Yes
CUST-00203,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,810.0,Yes
CUST-00204,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,18.0,1008.0,Yes
CUST-00205,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,810.0,Yes
CUST-00206,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,990.0,Yes
CUST-00207,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.56,995.04,Yes
CUST-00208,Female,0,Yes,No,55,Yes,No,No,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,18.0,990.0,Yes
CUST-00209,Female,1,Yes,No,10,Yes,No,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,83.6,836.0,Yes
CUST-00210,Male,1,Yes,Yes,44,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,20.23,890.12,Yes
CUST-00211,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,27.14,569.94,Yes
CUST-00212,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,774.0,Yes
CUST-00213,Female,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,18.0,720.0,Yes
CUST-00214,Female,0,No,Yes,47,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,846.0,Yes
CUST-00215,Male,1,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,594.0,Yes
CUST-00216,Female,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,21.57,798.09,Yes
CUST-00217,Male,0,No,No,7,Yes,No,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,120.0,840.0,No
CUST-00218,Male,1,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,64.57,903.98,Yes
CUST-00219,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,120.0,240.0,Yes
CUST-00220,Male,0,No,No,19,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,39.95,759.05,Yes
CUST-00221,Female,0,No,Yes,43,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,18.0,774.0,Yes
CUST-00222,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,18.0,828.0,Yes
CUST-00223,Female,0,No,No,21,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,43.33,909.93,Yes
CUST-00224,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,21.45,943.8,Yes
CUST-00225,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,720.0,Yes
CUST-00226,Female,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,34.53,656.07,Yes
CUST-00227,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,120.0,Yes
CUST-00228,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,954.0,Yes
CUST-00229,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,18.0,324.0,Yes
CUST-00230,Male,0,No,Yes,29,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,522.0,Yes
CUST-00231,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,18.0,612.0,Yes
CUST-00232,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,35.71,857.04,Yes
CUST-00233,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.58,771.02,Yes
CUST-00234,Female,0,No,Yes,20,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,29.0,580.0,No
CUST-00235,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,1008.0,Yes
CUST-00236,Female,0,Yes,Yes,33,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,24.3,801.9,Yes
CUST-00237,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,900.0,Yes
CUST-00238,Male,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,1044.0,Yes
CUST-00239,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.29,956.93,Yes
CUST-00240,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,18.0,666.0,Yes
CUST-00241,Female,0,No,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,1008.0,Yes
CUST-00242,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.44,493.92,Yes
CUST-00243,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,35.67,642.06,No
CUST-00244,Female,0,No,No,51,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,18.0,918.0,Yes
CUST-00245,Male,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,828.0,Yes
CUST-00246,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.4,582.0,Yes
CUST-00247,Female,0,No,No,51,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,918.0,Yes
CUST-00248,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,120.0,120.0,Yes
CUST-00249,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.24,990.08,Yes
CUST-00250,Female,1,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,31.36,784.0,Yes
CUST-00251,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,89.33,267.99,Yes
CUST-00252,Male,0,No,No,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,31.94,574.92,Yes
CUST-00253,Male,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,18.0,1080.0,Yes
CUST-00254,Male,1,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,612.0,Yes
CUST-00255,Male,0,No,No,20,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,18.0,360.0,Yes
CUST-00256,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,19.6,588.0,Yes
CUST-00257,Female,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,18.0,936.0,Yes
CUST-00258,Female,1,No,No,22,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.91,922.02,Yes
CUST-00259,Female,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,25.49,892.15,Yes
CUST-00260,Female,1,No,Yes,16,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,288.0,Yes
CUST-00261,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,522.0,Yes
CUST-00262,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,1008.0,Yes
CUST-00263,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,104.0,936.0,Yes
CUST-00264,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,20.36,285.04,Yes
CUST-00265,Male,1,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,450.0,Yes
CUST-00266,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,1008.0,Yes
CUST-00267,Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,18.0,1026.0,Yes
CUST-00268,Male,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,18.0,792.0,Yes
CUST-00269,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.72,673.92,Yes
CUST-00270,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,120.0,360.0,Yes
CUST-00271,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,20.86,146.02,Yes
CUST-00272,Male,0,Yes,Yes,9,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,63.22,568.98,Yes
CUST-00273,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,22.0,726.0,Yes
CUST-00274,Female,0,No,Yes,50,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,900.0,Yes
CUST-00275,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,30.58,795.08,Yes
CUST-00276,Female,0,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,864.0,Yes
CUST-00277,Male,0,Yes,Yes,12,Yes,No,No,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,24.75,297.0,Yes
CUST-00278,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,684.0,Yes
CUST-00279,Male,1,Yes,No,27,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,18.0,486.0,Yes
CUST-00280,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,828.0,Yes
CUST-00281,Female,0,Yes,No,48,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,864.0,Yes
CUST-00282,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.0,704.0,Yes
CUST-00283,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,1026.0,Yes
CUST-00284,Female,0,No,No,29,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,31.31,907.99,Yes
CUST-00285,Female,1,No,No,51,Yes,No,No,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,18.0,918.0,Yes
CUST-00286,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,720.0,Yes
CUST-00287,Male,1,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,18.0,990.0,Yes
CUST-00288,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,18.0,972.0,Yes
CUST-00289,Female,0,No,No,13,Yes,No,No,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,29.15,378.95,Yes
CUST-00290,Female,1,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,18.0,1062.0,Yes
CUST-00291,Female,1,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,18.0,954.0,Yes
CUST-00292,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,18.0,810.0,Yes
CUST-00293,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,18.0,540.0,Yes
CUST-00294,Female,1,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22.77,683.1,Yes
CUST-00295,Male,1,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,120.0,360.0,Yes
CUST-00296,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,18.0,648.0,Yes
CUST-00297,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,21.88,350.08,Yes
CUST-00298,Male,0,Yes,Yes,8,Yes,No,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,93.5,748.0,Yes
CUST-00299,Female,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,18.0,630.0,Yes
CUST-00300,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.96,938.12,Yes
CUST-00301,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,324.0,Yes
CUST-00302,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,18.0,792.0,Yes
CUST-00303,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,22.43,314.02,Yes
CUST-00304,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,612.0,Yes
CUST-00305,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,774.0,Yes
CUST-00306,Male,0,No,Yes,59,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,18.0,1062.0,Yes
CUST-00307,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,522.0,Yes
CUST-00308,Female,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,120.0,360.0,Yes
CUST-00309,Female,1,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,74.38,966.94,Yes
CUST-00310,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,18.0,918.0,Yes
CUST-00311,Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,108.29,758.03,Yes
CUST-00312,Female,1,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,792.0,Yes
CUST-00313,Female,0,Yes,No,9,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.22,478.98,Yes
CUST-00314,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,730.0,Yes
CUST-00315,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,414.0,Yes
CUST-00316,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,120.0,240.0,Yes
CUST-00317,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,18.0,1062.0,Yes
CUST-00318,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.91,921.03,Yes
CUST-00319,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,20.3,872.9,Yes
CUST-00320,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,18.0,234.0,Yes
CUST-00321,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.37,941.1,Yes
CUST-00322,Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.27,750.97,Yes
CUST-00323,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,864.0,Yes
CUST-00324,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,18.79,883.13,Yes
CUST-00325,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,396.0,Yes
CUST-00326,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,120.0,240.0,No
CUST-00327,Male,0,Yes,No,14,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,252.0,Yes
CUST-00328,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,20.5,861.0,No
CUST-00329,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,936.0,Yes
CUST-00330,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,26.0,806.0,Yes
CUST-00331,Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,18.0,648.0,Yes
CUST-00332,Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.57,872.09,Yes
CUST-00333,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,558.0,Yes
CUST-00334,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,18.0,720.0,Yes
CUST-00335,Female,1,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,18.74,937.0,Yes
CUST-00336,Female,0,No,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,56.14,785.96,Yes
CUST-00337,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.5,948.0,Yes
CUST-00338,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.3,403.0,Yes
CUST-00339,Female,1,Yes,Yes,31,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,18.26,566.06,Yes
CUST-00340,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,23.86,691.94,Yes
CUST-00341,Male,0,No,Yes,43,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,18.0,774.0,Yes
CUST-00342,Female,0,Yes,No,34,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,28.76,977.84,Yes
CUST-00343,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,1080.0,Yes
CUST-00344,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,32.79,459.06,Yes
CUST-00345,Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,600.0,Yes
CUST-00346,Male,0,Yes,Yes,45,Yes,No,No,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,18.0,810.0,Yes
CUST-00347,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,882.0,Yes
CUST-00348,Female,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,18.0,936.0,Yes
CUST-00349,Male,0,No,Yes,38,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.92,870.96,Yes
CUST-00350,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,113.0,113.0,Yes
CUST-00351,Male,0,Yes,No,56,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,1008.0,Yes
CUST-00352,Female,0,No,Yes,34,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,26.06,886.04,Yes
CUST-00353,Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,76.75,921.0,Yes
CUST-00354,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,18.0,612.0,Yes
CUST-00355,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.0,264.0,Yes
CUST-00356,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,612.0,Yes
CUST-00357,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,249.0,Yes
CUST-00358,Male,0,No,Yes,2,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,120.0,240.0,Yes
CUST-00359,Female,0,No,Yes,31,Yes,No,No,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,29.48,913.88,Yes
CUST-00360,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,918.0,Yes
CUST-00361,Female,0,No,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,486.0,Yes
CUST-00362,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,27.55,606.1,Yes
CUST-00363,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,49.2,984.0,Yes
CUST-00364,Male,1,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,990.0,Yes
